fold,session_id,condition,t_s,score
0,S001_2026-06-01_toshiba_normal_22C_a,normal,337,26.4
0,S001_2026-06-01_toshiba_normal_22C_a,normal,338,26.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,339,26.7
0,S001_2026-06-01_toshiba_normal_22C_a,normal,340,26.8
0,S001_2026-06-01_toshiba_normal_22C_a,normal,341,27.0
0,S001_2026-06-01_toshiba_normal_22C_a,normal,342,27.1
0,S001_2026-06-01_toshiba_normal_22C_a,normal,343,27.3
0,S001_2026-06-01_toshiba_normal_22C_a,normal,344,27.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,345,27.6
0,S001_2026-06-01_toshiba_normal_22C_a,normal,346,27.8
0,S001_2026-06-01_toshiba_normal_22C_a,normal,347,27.9
0,S001_2026-06-01_toshiba_normal_22C_a,normal,348,28.1
0,S001_2026-06-01_toshiba_normal_22C_a,normal,349,28.2
0,S001_2026-06-01_toshiba_normal_22C_a,normal,350,28.4
0,S001_2026-06-01_toshiba_normal_22C_a,normal,351,28.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,352,28.7
0,S001_2026-06-01_toshiba_normal_22C_a,normal,353,28.8
0,S001_2026-06-01_toshiba_normal_22C_a,normal,354,29.0
0,S001_2026-06-01_toshiba_normal_22C_a,normal,355,29.1
0,S001_2026-06-01_toshiba_normal_22C_a,normal,356,29.3
0,S001_2026-06-01_toshiba_normal_22C_a,normal,357,29.4
0,S001_2026-06-01_toshiba_normal_22C_a,normal,358,29.6
0,S001_2026-06-01_toshiba_normal_22C_a,normal,359,29.7
0,S001_2026-06-01_toshiba_normal_22C_a,normal,360,29.8
0,S001_2026-06-01_toshiba_normal_22C_a,normal,361,30.0
0,S001_2026-06-01_toshiba_normal_22C_a,normal,362,30.1
0,S001_2026-06-01_toshiba_normal_22C_a,normal,363,30.3
0,S001_2026-06-01_toshiba_normal_22C_a,normal,364,30.4
0,S001_2026-06-01_toshiba_normal_22C_a,normal,365,30.6
0,S001_2026-06-01_toshiba_normal_22C_a,normal,366,30.7
0,S001_2026-06-01_toshiba_normal_22C_a,normal,367,30.8
0,S001_2026-06-01_toshiba_normal_22C_a,normal,368,31.0
0,S001_2026-06-01_toshiba_normal_22C_a,normal,369,31.1
0,S001_2026-06-01_toshiba_normal_22C_a,normal,370,31.2
0,S001_2026-06-01_toshiba_normal_22C_a,normal,371,31.4
0,S001_2026-06-01_toshiba_normal_22C_a,normal,372,31.5
