fold,session_id,condition,t_s,score
0,S001_2026-06-01_toshiba_normal_22C_a,normal,351,9.602022171020508
0,S001_2026-06-01_toshiba_normal_22C_a,normal,352,9.288357734680176
0,S001_2026-06-01_toshiba_normal_22C_a,normal,353,9.134207725524902
0,S001_2026-06-01_toshiba_normal_22C_a,normal,354,8.831260681152344
0,S001_2026-06-01_toshiba_normal_22C_a,normal,355,8.68246841430664
0,S001_2026-06-01_toshiba_normal_22C_a,normal,356,8.39024543762207
0,S001_2026-06-01_toshiba_normal_22C_a,normal,357,8.24681282043457
0,S001_2026-06-01_toshiba_normal_22C_a,normal,358,7.965306758880615
0,S001_2026-06-01_toshiba_normal_22C_a,normal,359,7.827234745025635
0,S001_2026-06-01_toshiba_normal_22C_a,normal,360,7.690951824188232
0,S001_2026-06-01_toshiba_normal_22C_a,normal,361,7.423740386962891
0,S001_2026-06-01_toshiba_normal_22C_a,normal,362,7.292813777923584
0,S001_2026-06-01_toshiba_normal_22C_a,normal,363,7.036325454711914
0,S001_2026-06-01_toshiba_normal_22C_a,normal,364,6.910759925842285
